Date,Price,IndGlobalCAN_lag96,NewForSaleSAAR.USA_lag96,NewForSaleAct.USA_lag94,IndGlobalQc_lag95,price_trend_sma96,ConstSpendNonRes.USA_lag96,CDN.AVG.OVER.10.AVG_lag95,HsSglSAAR.QC_lag96,BdgPmtTotSAAR.USA_lag96,NewSoldSAAR.USA_lag96,HsSglAct.USA_lag96,BD.CDN.LONG.DQ.YLD_lag96,ExistSoldPrice.USA_lag96,BD.CDN.10YR.DQ.YLD_lag94,IndNAHB.USA_lag96,NewSoldAct.USA_lag96,US_PPI_Lumber_lag96,Dollar.US.dollar.CDN_lag96,HsTotSAAR.STH_lag96,ExistMthSply.USA_lag96,CDN.AVG.5YTO10Y.AVG_lag96,HsSglSAAR.CAN_lag96,ExistForSaleInv.USA_lag96,NewMthSply.USA_lag96,BdgPmtTotAct.USA_lag96,BdgPmtMltSAAR.USA_lag94,ExistSoldSAAR.USA_lag96,InventaireSciageRes.CAN_lag96,ValeurExport.PaysExport_lag94,HsTotAct.USA_lag96,BD.CDN.5YR.DQ.YLD_lag94,InventaireSciageRes.CB_lag96,STH_LBR_INV_lag96,WST_LBR_SHPMT_lag96,TotShip.ON_lag96,InventaireSciageRes.AB_lag95,NewSoldMedPrice.USA_lag96,BD.CDN.7YR.DQ.YLD_lag93,US_Lbr_Exp_lag96,HsTotSAAR.USA_lag95,BD.CDN.3YR.DQ.YLD_lag96,BD.CDN.RRB.DQ.YLD_lag96,IndNAR_HAI.USA_lag96,HsMltAct.USA_lag95,y
2011-12-01,224,0.048421641667097504,0.655391924168045,0.6380638602949029,0.017421589726837716,0.29059592889380115,0.006110458679021075,0.9248120300751881,0.5753213886472979,0.12568127346942715,0.18145127555111285,0.13103410203172833,0.9153846153846152,0.09114733922175766,0.9097472924187725,0.0722827451642794,0.14167716514609796,0.13435862527839681,1.4148917526209208,0.06539591786049248,0.5265410733838634,0.825925925925926,0.8198053405965879,0.7055596991224469,0.7833926690066426,0.0953324048226179,0.02455802723671252,0.4213415124066662,0.030184031426637503,0.13512016068683602,0.06607253711208239,0.7686567164179104,0.015287026612790688,0.43325482326210185,0.08394849295744689,0.054424268572067,0.0041088031781972845,0.13802670983132814,0.84469696969697,0.019649633565524738,0.10727496917385937,0.5810810810810811,0.918918918918919,2.1544471723559524,0.0007691949280448085,226
2011-12-08,222,0.05136028564889905,0.65203425225911,0.6375640888748142,0.021792221472229478,0.2868195634153081,0.006241574415879794,0.9436090225563911,0.5908224360188203,0.13756345425570693,0.18550379548326967,0.1568503000282379,0.9384615384615382,0.09827131649698151,0.9169675090252706,0.07275296741690707,0.17224500999924985,0.1565518212310386,1.4126507527368612,0.06037919598706187,0.5321222843975666,0.8296296296296295,0.8382275968120778,0.7244549948978338,0.774182683915958,0.13138649899629884,0.0290899279088615,0.43156175033539723,0.05116800248263109,0.15182987557205924,0.08448322893008542,0.7761194029850746,0.021786360473074584,0.44313104924462543,0.08182348268554818,0.05080834183680433,0.024250285329311394,0.15354925086267834,0.8143939393939397,0.04045990593449589,0.10883744019728725,0.5630630630630632,0.9391891891891891,2.196830012061927,0.008335656496962496,223
2011-12-15,229,0.0518193649644072,0.6485272724797229,0.6335598524533188,0.026807453825741234,0.28322741088698544,0.006690134468417849,0.9511278195488722,0.6781618653849384,0.15249557906755118,0.1992526311204902,0.19882808218150955,0.9653846153846151,0.108429176829554,0.8844765342960287,0.06492323766724112,0.2144752738476745,0.16894448463646228,1.3872878633772612,0.07512253511683753,0.526240687953885,0.8703703703703702,0.8824478870208456,0.733109121656156,0.7493643955425695,0.1803997971866957,0.03391389509670667,0.4539103359236192,0.07693882484849368,0.16478513571831527,0.11751658106471885,0.75,0.03264110117520169,0.4631833698146828,0.09417990215076177,0.05555652275480161,0.05616711056374579,0.1721907940531766,0.8371212121212124,0.06768910066209088,0.11562178890258934,0.6036036036036037,0.9864864864864865,2.266691935290708,0.02085621894596501,224
2011-12-22,226,0.05096504872882335,0.6435543331894149,0.6232231221409319,0.03228809962060897,0.2793589389334068,0.007428609615179541,0.9285714285714286,0.8047605293415343,0.16744701788659355,0.22366410723263064,0.2520267185860467,0.973076923076923,0.12038011505641388,0.891696750902527,0.05288112801942296,0.2667013577159927,0.174949087859535,1.3459347576756264,0.10607625523208297,0.5135283917776887,0.8814814814814813,0.9375156858006624,0.7381029265831054,0.707745231530682,0.2340863534313281,0.040074508764181505,0.48596600926891975,0.1030137538090048,0.1756406304780978,0.1608174737714816,0.7873134328358208,0.04502773794262849,0.49216196262677947,0.12066908416526678,0.06838647379082508,0.09379273681022182,0.18745245179261283,0.8674242424242427,0.09884536359785634,0.12809709272503078,0.6081081081081081,0.9932432432432433,2.3614291006711405,0.03563906747802656,228
2011-12-29,226,0.050308347775773754,0.6354989661352959,0.6049849329944594,0.038054971690071326,0.2752141475545731,0.008424596461173963,0.9248120300751881,0.9266845380437156,0.17884341686847083,0.25933675959198854,0.30947011907059924,0.9499999999999995,0.13269672299334845,0.9205776173285197,0.04218931756999367,0.32647717135426046,0.17961452225726426,1.2982126047272524,0.1474575640209197,0.500350763019382,0.8518518518518516,0.983382540646208,0.7481953866103874,0.6487837635928142,0.28234997900245073,0.047991495820667585,0.5240792379682602,0.12398321173521243,0.18568916624909876,0.20819285852258895,0.8619402985074626,0.05530149553224706,0.5279127545230189,0.1594705426170141,0.08805316133946778,0.1310606219974617,0.19157722116327003,0.8560606060606062,0.13101017737739074,0.14673242909987672,0.5720720720720722,0.9662162162162161,2.474913946443449,0.049992387296121404,226
2012-01-05,223,0.05136028564889905,0.6227447030644762,0.582312569990248,0.04390212824875217,0.2715298885511648,0.009633737052337745,0.9473684210526316,1.0,0.1831104224150194,0.30686912397086197,0.36418219346391717,0.9461538461538459,0.14395159428335513,0.9025270758122742,0.03841048472864439,0.39135662499944845,0.18798967709080006,1.2519942658823284,0.19348366964684227,0.49307316882936975,0.8666666666666665,1.0,0.7721454765501319,0.5719385630737677,0.3150944853677522,0.05558516944454622,0.5646004896186021,0.1344376209981637,0.19477601479058188,0.25344968679025637,0.8507462686567163,0.05981759726580815,0.5682816945349867,0.2087637913939544,0.11331155104967694,0.16318804609171278,0.1768081008514899,0.893939393939394,0.16126502477841576,0.17070565856966713,0.6486486486486487,0.9729729729729729,2.5982908195088705,0.062004699487124754,239
2012-01-12,224,0.055224155028960276,0.6045674433483335,0.5599323820509368,0.049516574647858747,0.2676614165975866,0.010970008238671156,0.9248120300751881,0.9937435153275176,0.17767622816972173,0.36357661116993756,0.40972396196957656,0.973076923076923,0.15301128063862124,0.9350180505415161,0.04559819824884498,0.45670763289005334,0.20386710316271195,1.2130775099751478,0.2379506469884617,0.49616406566867804,0.8925925925925924,0.9734431335341514,0.815045124495287,0.48161922583239947,0.32496312292785745,0.06015098900325061,0.6039386418706678,0.13134543387858422,0.20238456512387187,0.2911527606966098,0.8880597014925372,0.0564891837896051,0.6103677377120853,0.2647578942241865,0.1419850827311414,0.19052757537608822,0.13961965954327393,0.9053030303030305,0.18734333877156983,0.19402977311960545,0.6801801801801803,0.9797297297297297,2.72017689719813,0.0728858686489044,239
2012-01-19,228,0.06137235056521462,0.5838125546586008,0.5425707180991644,0.05455856849777696,0.2643455834945194,0.012235746900285475,0.9473684210526316,0.9288336439914919,0.16397921711194186,0.4136421323731573,0.4418048854265763,0.9499999999999995,0.1599181687889042,0.938628158844765,0.0617695855117813,0.5091541250272177,0.22601398172231568,1.1853338664862014,0.27297003802254083,0.5065042666984669,0.8777777777777775,0.9142811003413849,0.8673180658332442,0.40203944633536226,0.3155568975219839,0.058984414242411964,0.638736212187075,0.12118722611950705,0.20799820583656764,0.3188982858082503,0.8992537313432837,0.04946106361295466,0.6482819371399451,0.3157801126991884,0.1681710891082865,0.21471559702545107,0.0934127547455823,0.965909090909091,0.2095863538808358,0.20942654722564735,0.6891891891891894,0.9594594594594595,2.8323710863502907,0.08462609521400588,240
2012-01-26,226,0.06886951062401714,0.5642177715590402,0.5336633382861486,0.058688353653305825,0.26066132449111157,0.01315845086015495,0.9398496240601504,0.8391594342725786,0.1444603194626899,0.4379654743322535,0.456671535221518,0.973076923076923,0.1650086081011788,0.9819494584837544,0.08343266372728053,0.5331340361439824,0.2519411534644884,1.172063015949387,0.2902322516786451,0.5190776743905174,0.9148148148148147,0.8392065816918595,0.9157209876425325,0.36236394393107973,0.2932162543131537,0.05057418990998824,0.6656941292936449,0.11282160422333298,0.21175842089712676,0.3350403187037604,0.9589552238805968,0.044435960417005704,0.6753883667149978,0.3481872581258184,0.1850353765691818,0.2373884991312858,0.05581981396503499,0.9962121212121213,0.22898725446780377,0.20961775585696674,0.7432432432432433,0.9662162162162161,2.926690430991792,0.099215579664198,245
2012-02-02,239,0.07678031170175714,0.5495208300778915,0.5314836557426628,0.06166424443371721,0.2585428755641521,0.013438471392494208,0.9624060150375942,0.7586099360980243,0.12156046544297561,0.41744642325955705,0.4505704823954501,0.9615384615384612,0.16861894428799706,0.9999999999999999,0.1070954501051698,0.5130852999995588,0.27915945908410844,1.1770333155745967,0.28142769688634006,0.52886819143355,0.922222222222222,0.7649122583818113,0.9470105759418912,0.3917574372325434,0.26428163807352045,0.03818220114144194,0.6815133211099034,0.11510717384277225,0.2164390757974441,0.3379329157203418,0.9925373134328358,0.04711659931804646,0.6850511077301729,0.3483361415613998,0.18574375175044544,0.2599267779994596,0.044473264708251525,1.0000000000000002,0.24653922631530034,0.18995983896424173,0.7612612612612614,0.9459459459459459,2.9941086097397442,0.11743465780954701,252
2012-02-09,239,0.0842005316967036,0.5423302816303066,0.5330144948280584,0.06363677511602006,0.25568757483651083,0.012927093927861635,0.9661654135338347,0.7133579445361209,0.09772477965717663,0.34125866189204046,0.4224190569057327,0.9807692307692304,0.17131436298150993,0.9999999999999999,0.12937072960865126,0.44073548708892407,0.30482429030256,1.2030017080170277,0.2421614181839573,0.5319620472195905,0.9740740740740741,0.7050747440100709,0.951889657176072,0.5065184550608233,0.2347599004902774,0.026263618641859166,0.6842994506397877,0.1338811335363843,0.22547213206086297,0.32720245593325814,0.9999999999999999,0.06103533737593736,0.6733418903356778,0.30837859072940144,0.16632923290841672,0.28268736416829965,0.07088560171045133,0.9772727272727273,0.26278318500222453,0.156347898027127,0.8198198198198199,0.9594594594594595,3.0318465966352917,0.1352242072409293,260
2012-02-16,240,0.09035048121475597,0.5407379443047595,0.5352386813680945,0.06485454356390274,0.2519112093580178,0.011993580495866251,0.9624060150375942,0.6987112401591138,0.0754151630121428,0.23167145879554107,0.38181762281998327,0.9807692307692304,0.1745754049242345,0.9999999999999999,0.14729035993155148,0.33697071192863415,0.32466924294725663,1.243903896230343,0.18369700325795202,0.5288547793639897,0.9999999999999998,0.6613063812531979,0.9368456104856702,0.671480763943719,0.20932351964045415,0.019273612738128,0.6777771232406187,0.16289504966251656,0.2422895507770007,0.3075646086458764,0.9701492537313433,0.0810430601423946,0.6471631066792796,0.24364649839589747,0.13429368800944963,0.3057712973071367,0.12208958300704453,0.8560606060606062,0.27645097239794714,0.11731169987669543,0.9729729729729732,0.9594594594594595,3.0630892865734327,0.14731524109902308,273
2012-02-23,245,0.09448160403872308,0.5417064530411138,0.535694366717727,0.06556614764105095,0.24730588560375777,0.011094556828641591,0.9436090225563911,0.702261348680294,0.05709771104429184,0.11922797879083824,0.3410373029493539,0.9769230769230766,0.18011144895107645,0.9097472924187725,0.15799096634935933,0.22996672431026632,0.33407246387211886,1.29004352381974,0.12121267564123195,0.5211442525108125,0.9999999999999998,0.632203444168586,0.912311954907399,0.8386119396978176,0.19231138022296856,0.020440891514747594,0.6670756793541281,0.1928790810605192,0.26841677101943634,0.28500736589962583,0.8432835820895522,0.09982028583027547,0.616124812559006,0.17526677336926944,0.10000619713671638,0.3292796170853025,0.17899803145595228,0.8977272727272729,0.28582216158914775,0.08138101109741058,1.0,0.9527027027027027,3.120081852988752,0.14843877203227465,273
2012-03-01,252,0.09584533124140027,0.542198442779233,0.5341410131471411,0.06592783019348403,0.24233213594915703,0.010611185301956698,0.8646616541353382,0.7115997974595427,0.04523851879764118,0.03447138669871053,0.3123492201049974,0.9615384615384612,0.18963187206972898,0.9241877256317687,0.1586091741375638,0.14789927499922784,0.328412099931068,1.3287813734270906,0.0698866583913319,0.5104283313041238,0.9740740740740741,0.6163622077614681,0.8887222094779714,0.9598795585074236,0.18806236713217278,0.028088313708462265,0.657324459422048,0.2145633865697434,0.29775314509877665,0.2655187194945543,0.8917910447761194,0.1100475326524375,0.589837063772892,0.124366324832202,0.07383583987629211,0.35253580001016704,0.22252377151915415,0.7916666666666667,0.28917632708374263,0.055298205055487104,0.9729729729729732,0.9391891891891891,3.2409696283082594,0.13528471755742336,274
2012-03-08,260,0.09412940322275443,0.5398301974704482,0.5308934091889235,0.06572641399655232,0.2362531085935342,0.010762533263794593,0.868421052631579,0.7166288441189947,0.04143072738586806,0.0,0.3045614801683452,0.892307692307692,0.20412242818026138,0.8555956678700359,0.14744429375684232,0.11173474907839975,0.30495251064561235,1.3480953269072606,0.04119018146055653,0.4993062586193641,0.8592592592592592,0.6117008735187275,0.8744188277612843,1.0,0.1989720689587967,0.039312275813627395,0.6511702860946205,0.22087342783343722,0.32229150330959083,0.25362823352558683,0.7798507462686566,0.10654125282231863,0.5744996596318988,0.10684492954428393,0.06362770743665958,0.371753072691122,0.23808314574656442,0.8333333333333335,0.28574893805352475,0.038656081504315654,0.8153153153153154,0.9121621621621622,3.4659615911991475,0.11237861244933725,274
2012-03-15,273,0.09076672778636485,0.5348325941830021,0.5262663448420672,0.06465638056352763,0.23275306254029626,0.011276608690196187,0.8120300751879701,0.7164936730928635,0.04377566097028662,0.006632745467299528,0.3126301207836169,0.892307692307692,0.2216743677889752,0.8736462093862815,0.1274463745197889,0.11360207230896313,0.2685029145910416,1.3498292880485083,0.03176650142954518,0.49438279025747295,0.8962962962962961,0.6134253507495302,0.8693800051392324,0.9746848592303716,0.21966288995853533,0.05120917394640018,0.6413299104529833,0.2135158811092075,0.33402467551272136,0.2480317598188726,0.832089552238806,0.09266163742595923,0.5626714548601477,0.11769383606993222,0.06713093179931484,0.38236709857559825,0.2291065738520066,0.8333333333333335,0.2785990529850667,0.029260046485820035,0.8918918918918921,0.8851351351351351,3.794075901344574,0.08620489625273103,276
2012-03-22,273,0.08762652206298416,0.5280901582643658,0.520574607905955,0.06241220452988472,0.22833195173620702,0.011744967135615436,0.8195488721804511,0.7126502015475018,0.04950168904327101,0.03724370253326492,0.3280481630108642,0.846153846153846,0.23965531646733673,0.8808664259927798,0.10272815058076129,0.13842080574340232,0.2257587419623044,1.3408224787008223,0.03455188058527403,0.5032640604677046,0.8037037037037036,0.6160634761925317,0.8714928741703651,0.912394534880381,0.24281393808346208,0.06087540479023501,0.6180375661899327,0.1963927254585558,0.3249454922196004,0.24596672273681786,0.8246268656716417,0.07390481011483874,0.5435010476946918,0.14667716067523517,0.07957065607106456,0.37981354134018197,0.2035279912311505,0.8598484848484851,0.27174162502881793,0.024915506165228085,0.7567567567567568,0.9054054054054054,4.198911709310632,0.06324800809392234,277
2012-03-29,274,0.0865779841183425,0.5204874165264874,0.5142130160940919,0.058688353653305825,0.22455558625771355,0.011720994277355415,0.8533834586466167,0.7065543450026714,0.055837181712694695,0.07470695090025292,0.34230862773736254,0.846153846153846,0.25543289795960034,0.8953068592057761,0.07740235643754184,0.17111050970382957,0.18341542505020647,1.328344080159993,0.04248258192777932,0.5335562033908441,0.8333333333333333,0.6141430858755081,0.8786445647637615,0.8415894256318708,0.2611043215788007,0.06623642350501091,0.5715274861919688,0.17340594079267646,0.2905260457248772,0.24467054615906791,0.8507462686567163,0.05576689525800771,0.5061370363725839,0.18355901975104882,0.09617202311016687,0.35952806489061473,0.1692813364877832,0.8143939393939397,0.26919160946708265,0.023427866831072675,0.8288288288288289,0.8851351351351351,4.6136891552483625,0.049992387296121404,280
2012-04-05,274,0.08949032472818619,0.5129088935845993,0.5078964965116259,0.0534163251056734,0.22252924380583927,0.010788489154978891,0.8721804511278195,0.6996620214480194,0.0600105084709317,0.10189656919181733,0.34690453567761054,0.8576923076923073,0.26637473875083706,0.8519855595667868,0.05558172607277573,0.19659074499927187,0.14816839300176898,1.3193429584954117,0.04849486798172431,0.5928653530592058,0.8999999999999999,0.602192016300156,0.8887222094779714,0.7907299301666826,0.2672131484943415,0.06853392066909758,0.4920339045550357,0.14845750574822825,0.24015547719097513,0.24138065408595843,0.8022388059701492,0.043744017942087154,0.43972802652737286,0.21810352956346213,0.11216017627197689,0.31963263911857,0.13430054742366182,0.768939393939394,0.2749639601609286,0.023127595191122063,0.8153153153153154,0.9054054054054054,4.90680967363858,0.05136240774602022,286
2012-04-12,276,0.09744350098935683,0.5060893382829332,0.5024200054446237,0.047475692448904816,0.221331859629732,0.008890049844556614,0.8383458646616542,0.6930534234274808,0.06003930424900139,0.10601729482037991,0.3358603644826336,0.8769230769230767,0.27061432350497916,0.823104693140794,0.04037327060104662,0.20326687043032454,0.12491258075421063,1.3187184521926416,0.047285018909065224,0.6840271958276936,0.922222222222222,0.5769115130060443,0.9000141370484445,0.7809386375573355,0.25646848259389765,0.06983864571548754,0.3757838091718029,0.12516713194890094,0.18670218956353474,0.23433775472369378,0.753731343283582,0.04182780690058019,0.3391343211571147,0.24213770209675334,0.12365222003990228,0.2689944606093153,0.10541386658919039,0.7045454545454546,0.2912681579650551,0.024445400616522783,0.8423423423423425,0.9459459459459459,4.9382983886882705,0.06604218155962521,291
2012-04-19,277,0.1083604425730762,0.5001643861303775,0.49857849771274565,0.04198304490352811,0.2212397531546464,0.006764771237672872,0.8195488721804511,0.68630585322827,0.057098264009105226,0.09159649388101698,0.31332641851290416,0.846153846153846,0.2693485833054856,0.7689530685920577,0.030861108290992256,0.19348743554656855,0.11134093068662021,1.3245778481498627,0.04058938280638069,0.7907956270161534,0.8703703703703702,0.5436964572103171,0.9124134699264326,0.8039868980713354,0.2347942106928087,0.07222134807717329,0.24297520715332088,0.10602545786837414,0.1430345862219226,0.225795692015742,0.6865671641791044,0.04799190688966437,0.22206308668286212,0.25574013245749605,0.13033310713778934,0.21916703216320643,0.085026762747618,0.7575757575757578,0.3130917888662159,0.028337053267570855,0.7972972972972975,0.8918918918918918,4.740923862422282,0.09115575536720125,293
