index,MAE,RMSE,MAPE,Series_Number
XGBoost,0.2729278564453125,0.3641879551661102,0.06488743956796617,1
Random Forest,2.9746500000000005,4.226284065227988,0.6847729669745792,1
LightGBM,2.1085394951090204,3.275463370554636,0.46945414502075794,1
SVR,18.248217423318323,24.695746619499314,4.168252011724723,1
Fine-Tuned Deep Learning,18.585510635375975,24.69255911690103,4.225589797065689,1
XGBoost,0.3143056488037109,0.4141464621593392,0.07436854316867322,2
Random Forest,2.8595500000000005,3.933269759373236,0.6516830487897383,2
LightGBM,2.292279234164896,3.189110293433896,0.5096677001787302,2
SVR,17.961003058239775,24.108503901894142,4.05529430109476,2
Fine-Tuned Deep Learning,18.638909225463866,24.468639494720787,4.196135950593575,2
XGBoost,0.31826210021972656,0.42816035476736575,0.0731176611953584,3
Random Forest,2.6079999999999997,3.739535265243531,0.5916407213880671,3
LightGBM,1.987567848668413,2.845348134812105,0.43367133619000525,3
SVR,15.059711951467397,20.50036993644874,3.3762638162667202,3
Fine-Tuned Deep Learning,15.134661788940429,20.44554462715798,3.382503373231388,3
XGBoost,0.32059783935546876,0.42915174530371913,0.06418997763135817,4
Random Forest,2.81255,4.046163738654184,0.5418084532666043,4
LightGBM,2.164910697634367,3.128117366032378,0.41471683500501966,4
SVR,17.504735255216275,23.81369933281367,3.394123915641309,4
Fine-Tuned Deep Learning,17.696294860839842,24.018161847810614,3.427129182298737,4
XGBoost,0.3488641357421875,0.4533196743613353,0.10322180117614758,5
Random Forest,2.9751,5.3208566979387815,0.876968527949818,5
LightGBM,2.1136394839578863,2.866130076042107,0.6099550755010195,5
SVR,16.02577759418058,21.851076709232306,4.65464269468547,5
Fine-Tuned Deep Learning,16.446961822509767,22.306845330700515,4.819984800998206,5
XGBoost,0.3669039535522461,0.4898347377298595,0.11747439311665267,6
Random Forest,2.5756500000000018,3.965489503201339,0.7960707085824235,6
LightGBM,2.0187161191862346,2.755635254717192,0.6123785553839907,6
SVR,15.38910270143264,22.034327598165632,4.729712312967411,6
Fine-Tuned Deep Learning,15.538566360473633,22.04784391338186,4.8326420619328045,6
XGBoost,0.30858066558837893,0.42220382242915816,0.09638925588326261,7
Random Forest,2.2636999999999996,3.600430252067106,0.6858930242096928,7
LightGBM,1.4871418699465915,2.262663665111622,0.4464420486220637,7
SVR,12.62138623619916,18.799278285038334,3.7835672782254535,7
Fine-Tuned Deep Learning,13.820959053039552,19.725166498212147,4.219000090089682,7
XGBoost,0.2967465591430664,0.3942478765028868,0.08370834763732246,8
Random Forest,2.0594999999999994,2.9620030384859493,0.5849009994869396,8
LightGBM,1.7320931987610106,2.432120229653377,0.489007212201065,8
SVR,12.820593564077368,17.803254270121315,3.6126388197036534,8
Fine-Tuned Deep Learning,12.982930717468262,17.836053706006457,3.6378639012038776,8
XGBoost,0.3352919006347656,0.4526737175637379,0.09635906796563738,9
Random Forest,2.139000000000001,2.9985699925130995,0.610905869165381,9
LightGBM,1.888185609499749,2.576233922862782,0.5339548955884384,9
SVR,13.29986261185596,17.826380675812374,3.763787467064725,9
Fine-Tuned Deep Learning,13.470355148315429,17.787451507863235,3.8462734413311233,9
XGBoost,0.30228893280029295,0.4126980825531003,0.08310643169162801,10
