index,MAE,RMSE,MAPE,Series_Number
Random Forest,2.268500000000001,3.2197838436764665,0.5978989399425148,10
LightGBM,1.828857325797729,2.4483514311457255,0.48849543884129853,10
SVR,14.963118200801446,19.736340269821888,3.967187903047654,10
Fine-Tuned Deep Learning,14.995791664123535,19.727518151414625,3.995560617527056,10
XGBoost,0.2927613830566406,0.38383590438473475,0.08238338303325629,11
Random Forest,2.1541499999999996,3.2065992889664274,0.5846556806546204,11
LightGBM,1.7120061643324112,2.8809690422247147,0.4549629631744235,11
SVR,12.839086785531263,17.73736110988669,3.4880902620074212,11
Fine-Tuned Deep Learning,13.35435203552246,18.187663589565346,3.667608027407674,11
XGBoost,0.2837353515625,0.364955931617648,0.08194809832652147,12
Random Forest,2.1448500000000013,3.1829940307829676,0.5912431883816099,12
LightGBM,1.7672917694267012,2.723658170488107,0.48121879058100564,12
SVR,12.441178143311458,17.69499334918171,3.4214931426299984,12
Fine-Tuned Deep Learning,13.329472045898438,18.350305890003813,3.7182781682381294,12
XGBoost,0.31796348571777344,0.427218784721071,0.09113407760856708,13
Random Forest,1.9528500000000002,2.667391797243142,0.5418576715960566,13
LightGBM,1.7055685450835234,2.4670719163162995,0.46152790615153516,13
SVR,11.839114978410205,16.843942488899724,3.2525011667231087,13
Fine-Tuned Deep Learning,12.653607330322266,17.32131502386954,3.5079305084963828,13
XGBoost,0.4702498626708984,0.6041741815309382,0.11709224988122725,14
Random Forest,3.0656000000000008,4.62754254437493,0.7438436726781047,14
LightGBM,2.141074334030352,3.189973656755745,0.5055628345682217,14
SVR,19.510252595150007,26.943324593027448,4.662955334562584,14
Fine-Tuned Deep Learning,19.669343795776367,26.87546289941063,4.707349736983856,14
XGBoost,0.42398719787597655,0.5473171552076129,0.10030746623546387,15
Random Forest,3.7807499999999994,5.286493071971248,0.886138671143358,15
LightGBM,2.4909496760566197,3.872264033526194,0.5539836735533785,15
SVR,22.53919552650641,29.75150808926696,5.182884148889639,15
Fine-Tuned Deep Learning,22.99929718017578,30.077181546388854,5.278649678254514,15
XGBoost,0.3724017333984375,0.49570110852238697,0.09413394835388558,16
Random Forest,2.9824,3.9941151710985987,0.7159409197717909,16
LightGBM,2.1212068587988715,3.169154522321708,0.5060704071880037,16
SVR,18.145690207567373,24.41981028691892,4.3754590821529025,16
Fine-Tuned Deep Learning,18.513544921875,24.369414001789327,4.451613885340719,16
XGBoost,0.30504592895507815,0.4100489402106185,0.07030911117971994,17
Random Forest,2.74,4.0286531248048645,0.6125520797507888,17
LightGBM,2.11178450309636,3.0900295273815233,0.4645288956948521,17
SVR,16.898426465204494,23.887805465565116,3.7212772086016375,17
Fine-Tuned Deep Learning,17.074802627563475,23.76700339378133,3.768720422168856,17
XGBoost,0.30701240539550784,0.42632093574880103,0.0688202782884326,18
Random Forest,2.9983999999999993,4.642250100974741,0.6271056177159413,18
LightGBM,2.276797580617525,3.3637611944173114,0.47858525854058326,18
SVR,17.987195480496535,24.240024580972538,3.7769783113058515,18
Fine-Tuned Deep Learning,18.666239318847655,24.72677182965632,3.9359604352973023,18
XGBoost,0.30035743713378904,0.39756819761284246,0.06909395456019846,19
Random Forest,3.0759000000000007,4.314063977272475,0.676193893064821,19
LightGBM,2.143655087239575,3.1014659916450573,0.4653614811997895,19
SVR,17.76028864567924,23.81927196860399,3.904083881150463,19
Fine-Tuned Deep Learning,18.402171859741213,24.326287906043103,4.039676326502613,19
XGBoost,0.2943520355224609,0.39526377033346694,0.10391942126572534,20
Random Forest,1.9597999999999995,2.9078304627333402,0.6765175723400771,20
LightGBM,1.4875143004519622,2.068015603406181,0.509438080712713,20
SVR,11.616591919273146,16.092985701895355,3.909067737427762,20
Fine-Tuned Deep Learning,12.005568618774413,16.33233442465747,4.078155160215202,20
XGBoost,0.2519229507446289,0.32862408275639504,0.09393661525925812,21
Random Forest,2.1067999999999993,3.180517253529683,0.7732325340927717,21
LightGBM,1.3805632608324965,1.9675275386964735,0.49332987001694895,21
SVR,11.846173670867707,16.013952104751027,4.20263571176128,21
Fine-Tuned Deep Learning,12.244361953735352,16.20278660718847,4.4202687406203545,21
XGBoost,0.20246101379394532,0.2638764027554169,0.07754348559529403,22
Random Forest,1.8543000000000007,3.013264674734033,0.6894476189046805,22
LightGBM,1.3715988004349533,2.018209873186981,0.5172446441488923,22
SVR,11.27004341366341,17.800344691137717,4.091416226916647,22
Fine-Tuned Deep Learning,11.941494026184081,18.07748298567415,4.385688562904936,22
XGBoost,0.2560511016845703,0.33583307202386065,0.09074946066983852,23
Random Forest,2.275649999999999,3.2998077216710655,0.7867811700759078,23
LightGBM,1.5245306263086769,2.0615384250211637,0.5189168504224957,23
SVR,12.244886415020547,16.37861538138426,4.151641391856661,23
Fine-Tuned Deep Learning,12.426525840759277,16.554441324864843,4.235056607201431,23
XGBoost,0.348797607421875,0.4678730248220488,0.07986643076568566,24
Random Forest,2.821099999999999,3.9729646361376023,0.6480686896424276,24
LightGBM,2.2373704096663243,3.2383064308458565,0.4917717224766789,24
SVR,19.099156788694877,25.000239877949667,4.3162970936760505,24
Fine-Tuned Deep Learning,19.453986053466796,25.14871825264539,4.399964096829494,24
