index,MAE,RMSE,MAPE,Series_Number
XGBoost,3.9022897338867186,4.978991935707548,0.9156594478575342,1
Random Forest,4.579626319199775,6.352321723769825,1.0567435783167145,1
LightGBM,9.302016165037841,12.264722663820141,2.1230367124662557,1
Deep Learning,18.893443984985353,24.756594167851503,4.304916261130987,1
